UNITID,INSTNM,control_label,predominant_degree_label,region_label,locale_label,dominant_program,default_rate_pct,net_price,completion_rate,PCTPELL,risk_score,risk_flag
444699,Institute of Clinical Acupuncture & Oriental Med,Private for-profit,Graduate,Far West,City,STEM,0.0,,,,0.6907533284458427,1
420723,Tillamook Bay Community College,Public,Associate's,Far West,Town,Humanities,2.1,4700.0,0.4255,0.1729,0.690076281557637,1
461722,Lindsey Institute of Cosmetology,Private for-profit,Certificates,Southeast,City,Trades & Applied,1.3,,0.8125,0.2644,0.6900154648709628,1
378886,Artistic Nails and Beauty Academy-Tampa,Private for-profit,Certificates,Southeast,City,Trades & Applied,0.0,,0.75,0.5514,0.6894659714882607,1
430564,Studio Jewelers,Private for-profit,Certificates,Mid East,City,Humanities,0.0,,0.8696,0.0168,0.6893043059318085,1
182892,Keene Beauty Academy,Private for-profit,Certificates,New England,Town,Trades & Applied,0.0,,0.7143,0.4776,0.6889120965657547,1
455187,Total Image Beauty Academy,Private for-profit,Certificates,Mid East,Suburb,Trades & Applied,0.0,,0.8727,0.3134,0.6880582343748404,1
455813,Pontifical John Paul II Institute for Studies on Marriage and Family,Private nonprofit,Graduate,Mid East,City,STEM,0.0,,,,0.6842541692763918,1
167215,New England Law-Boston,Private nonprofit,Graduate,New England,City,STEM,0.0,,,,0.6840295284503008,1
202903,Gods Bible School and College,Private nonprofit,Bachelor's,Great Lakes,City,Social Science & Public Service,1.0,3138.0,0.5,0.2339,0.681559006534709,1
461768,Atelier Esthetique Institute of Esthetics,Private for-profit,Certificates,Mid East,City,Trades & Applied,0.0,,0.9333,0.5264,0.6809304349148056,1
113449,International School of Beauty Inc,Private for-profit,Certificates,Far West,City,Trades & Applied,0.0,,0.8454,0.518,0.6808100909191811,1
146454,Educators of Beauty College of Cosmetology-Peru,Private for-profit,Certificates,Great Lakes,Town,Trades & Applied,1.0,,0.6383,0.6104,0.6807115576200155,1
198367,Craven Community College,Public,Associate's,Southeast,Town,Humanities,2.3,4402.0,0.4576,0.3426,0.6783495778140474,1
458104,Renaissance Academie,Private for-profit,Certificates,Rocky Mountains,City,Trades & Applied,0.0,,0.975,0.232,0.6779462865416729,1
198206,Carteret Community College,Public,Certificates,Southeast,Town,Trades & Applied,0.0,11889.0,0.4153,0.3771,0.6768269184341038,1
