UNITID,INSTNM,control_label,predominant_degree_label,region_label,locale_label,dominant_program,default_rate_pct,net_price,completion_rate,PCTPELL,risk_score,risk_flag
461953,Colorado Academy of Veterinary Technology,Private for-profit,Associate's,Rocky Mountains,City,STEM,0.0,25948.0,0.6471,0.475,0.7091841658341659,1
185758,New Brunswick Theological Seminary,Private nonprofit,Graduate,Mid East,City,STEM,1.2,,,,0.7089799609460559,1
210368,Western Seminary,Private nonprofit,Graduate,Far West,City,STEM,0.0,,,,0.7088607620079584,1
212230,Empire Beauty School-Lebanon,Private for-profit,Certificates,Mid East,Suburb,Trades & Applied,0.1,,0.9048,0.4727,0.7088450876636486,1
369659,Oregon College of Oriental Medicine,Private nonprofit,Graduate,Far West,City,STEM,0.0,,,,0.708057190579387,1
419253,Illinois Media School,Private for-profit,Certificates,Great Lakes,City,Trades & Applied,0.0,,0.6735,0.5978,0.7072567516408615,1
126915,Technical College of the Rockies,Public,Certificates,Rocky Mountains,Rural,Trades & Applied,0.0,3790.0,0.9623,0.2703,0.7066794871794871,1
198774,Johnston Community College,Public,Associate's,Southeast,Town,Humanities,0.0,3946.0,0.2876,0.2317,0.7065958244971403,1
487807,Top of the Line Barber College,Private for-profit,Certificates,Southeast,City,Trades & Applied,1.7999999999999998,,0.2,0.7391,0.7064193705742567,1
446224,Eastern School of Acupuncture and Traditional Medicine,Private for-profit,Certificates,Mid East,Suburb,Health,0.0,,,0.0,0.7062978927203066,1
140562,Morehouse School of Medicine,Private nonprofit,Graduate,Southeast,City,STEM,0.0,,,,0.7058833134353619,1
195580,Saint Vladimirs Orthodox Theological Seminary,Private nonprofit,Graduate,Mid East,Suburb,STEM,0.0,,,,0.7057333689882199,1
193830,New York Medical College,Private nonprofit,Graduate,Mid East,Suburb,STEM,0.0,,,,0.7057333689882199,1
442806,Edward Via College of Osteopathic Medicine,Private nonprofit,Graduate,Southeast,City,STEM,0.0,,,,0.7053964122515634,1
