control_label,predominant_degree_label,dominant_program,region_label,locale_label,institutions,avg_default,avg_pell,avg_completion,avg_net_price
Private for-profit,Associate's,Health,Mid East,City,10,0.0,0.61544,0.4765833333333333,35675.3
Private for-profit,Associate's,Health,New England,City,1,0.0,0.6365,,
Private for-profit,Associate's,Health,Outlying Areas,City,1,0.0,0.8952,,18668.0
Private for-profit,Associate's,Health,Outlying Areas,Suburb,1,0.0,0.8865,,18485.0
Private for-profit,Associate's,Health,Plains,Suburb,1,0.0,0.5971,,
Private for-profit,Associate's,STEM,Far West,Suburb,5,0.0,0.50285,0.8571,32514.0
Private for-profit,Associate's,Health,Rocky Mountains,Suburb,2,0.0,0.47650000000000003,0.4237,32735.0
Private for-profit,Associate's,Health,Southeast,City,12,0.0,0.5508333333333334,0.5396666666666666,29487.625
Private for-profit,Associate's,Health,Southeast,Town,5,0.0,0.63418,0.4570666666666667,27431.5
Private for-profit,Associate's,Health,Southwest,City,9,0.0,0.5944888888888888,0.6658666666666666,28422.666666666668
Private for-profit,Associate's,Health,Southwest,Suburb,1,0.0,0.5144,,31562.0
Private for-profit,Associate's,Humanities,Great Lakes,City,1,0.0,0.4719,,45336.0
Private for-profit,Associate's,Humanities,Southeast,Suburb,1,0.0,0.4973,0.2623,
Private for-profit,Associate's,Humanities,Southwest,City,2,0.0,0.63975,0.72,28532.0
Private for-profit,Associate's,STEM,Far West,City,1,0.0,0.2667,0.4,33010.0
Private for-profit,Associate's,Trades & Applied,Southeast,Suburb,2,0.0,0.47875,0.76145,35243.0
Private for-profit,Associate's,Trades & Applied,Southwest,Suburb,2,0.0,0.46945000000000003,0.6059,
Private for-profit,Certificates,Business,Southeast,City,1,0.0,0.7049,0.1765,19418.0
Private for-profit,Bachelor's,STEM,Great Lakes,City,1,0.0,0.6667,,38951.0
Private for-profit,Bachelor's,Health,Southeast,Suburb,6,0.0,0.5321833333333333,0.34046000000000004,33808.6
Private for-profit,Bachelor's,Health,Southwest,City,13,0.0,0.4947083333333333,0.34771428571428575,35643.22222222222
Private for-profit,Bachelor's,Humanities,Far West,City,9,0.0,0.4315333333333333,0.5086333333333334,44985.875
Private for-profit,Bachelor's,Humanities,Mid East,City,1,0.0,0.1472,0.7493,75016.0
Private for-profit,Bachelor's,Humanities,Mid East,Suburb,1,0.0,0.4456,0.4898,40792.0
Private for-profit,Bachelor's,Humanities,Rocky Mountains,Suburb,1,0.0,0.4599,0.3651,33950.0
Private for-profit,Bachelor's,Humanities,Southeast,City,1,0.0,0.5772,0.3548,26846.0
Private for-profit,Bachelor's,Humanities,Southeast,Suburb,1,0.0,0.5669,0.4959,39814.0
Private for-profit,Bachelor's,STEM,Far West,City,2,0.0,0.40865,0.5156,47534.5
Private for-profit,Bachelor's,STEM,Great Lakes,Suburb,2,0.0,,,
Private for-profit,Bachelor's,Health,Rocky Mountains,Suburb,1,0.0,0.5884,0.68,
Private for-profit,Bachelor's,STEM,Mid East,Suburb,1,0.0,0.6023,0.3333,
Private for-profit,Bachelor's,STEM,Rocky Mountains,City,2,0.0,0.5733,0.5655,39004.0
Private for-profit,Bachelor's,STEM,Southeast,Suburb,3,0.0,0.3736,0.5455,38123.0
Private for-profit,Bachelor's,STEM,Southeast,Town,1,0.0,0.2122,0.3722,18002.0
Private for-profit,Bachelor's,STEM,Southwest,City,4,0.0,0.4876666666666667,0.45039999999999997,31353.0
Private for-profit,Bachelor's,Social Science & Public Service,Far West,City,2,0.0,0.49470000000000003,,31720.0
Private for-profit,Bachelor's,Social Science & Public Service,New England,City,1,0.0,0.7298,0.3534,27202.0
Private for-profit,Bachelor's,Trades & Applied,Far West,Suburb,1,0.0,0.4985,0.4194,44854.0
Private for-profit,Certificates,Business,Far West,City,1,0.0,0.829,0.8445,
Private for-profit,Bachelor's,Health,Southeast,City,13,0.0,0.5550384615384615,0.20785,34844.916666666664
Private for-profit,Bachelor's,Health,Rocky Mountains,City,7,0.0,0.46284285714285717,0.5380666666666667,34530.0
Private for-profit,Bachelor's,Business,Far West,City,6,0.0,0.31205,0.21630000000000002,30823.25
Private for-profit,Bachelor's,Business,Southeast,Town,1,0.0,0.2467,0.5323,16358.0
Private for-profit,Bachelor's,Business,Far West,Suburb,1,0.0,0.125,0.6667,
Private for-profit,Bachelor's,Business,Great Lakes,City,1,0.0,0.5459,0.45,
Private for-profit,Bachelor's,Business,Mid East,City,7,0.0,0.5197857142857143,0.32761666666666667,35360.2
Private for-profit,Bachelor's,Business,Mid East,Suburb,4,0.0,0.591125,0.12963333333333335,25309.0
Private for-profit,Bachelor's,Business,Plains,City,3,0.0,0.5582666666666667,0.5674666666666667,31736.0
Private for-profit,Bachelor's,Business,Plains,Rural,1,0.0,0.339,0.2897,38035.0
Private for-profit,Bachelor's,Business,Rocky Mountains,City,1,0.0,0.6832,0.1761,21694.0
Private for-profit,Bachelor's,Business,Southeast,Rural,1,0.0,0.5144,0.273,21792.0
Private for-profit,Bachelor's,Business,Southeast,Suburb,4,0.0,0.56135,0.46805,29010.666666666668
Private for-profit,Bachelor's,Business,Southwest,City,4,0.0,0.5438,0.21539999999999998,21985.0
Private for-profit,Bachelor's,Health,Plains,Suburb,1,0.0,0.4773,0.3333,41617.0
Private for-profit,Bachelor's,Business,Southwest,Suburb,1,0.0,0.7428,0.5,23838.0
Private for-profit,Bachelor's,Health,Far West,City,6,0.0,0.37055,0.31745999999999996,44398.0
Private for-profit,Bachelor's,Health,Far West,Suburb,2,0.0,0.51685,0.625,36044.0
Private for-profit,Bachelor's,Health,Great Lakes,City,4,0.0,0.398375,0.5,33293.75
Private for-profit,Bachelor's,Health,Great Lakes,Suburb,1,0.0,0.2994,0.5,36346.0
Private for-profit,Bachelor's,Health,Mid East,City,1,0.0,0.5766,0.5748,26306.0
Private for-profit,Bachelor's,Health,Mid East,Suburb,2,0.0,0.46995,0.2238,40221.0
Private for-profit,Bachelor's,Health,Outlying Areas,City,1,0.0,0.8696,0.7778,28734.0
Private for-profit,Bachelor's,Health,Plains,City,3,0.0,0.34873333333333334,0.16665,22029.0
Private nonprofit,Associate's,Social Science & Public Service,Great Lakes,Rural,1,0.0,0.3333,0.4706,8173.0
Private nonprofit,Associate's,Social Science & Public Service,Southeast,City,1,0.0,0.2143,,
Private nonprofit,Graduate,STEM,Great Lakes,Rural,2,0.0,,,
Private nonprofit,Bachelor's,Social Science & Public Service,Plains,Town,2,0.0,0.48134999999999994,0.3197,13169.5
Private nonprofit,Bachelor's,Social Science & Public Service,Mid East,Suburb,7,0.0,0.33340000000000003,0.5901,24362.5
Private nonprofit,Bachelor's,Social Science & Public Service,Mid East,Town,1,0.0,0.4355,0.4877,25989.0
Private nonprofit,Bachelor's,Social Science & Public Service,New England,City,5,0.0,0.41109999999999997,0.4444,17718.5
Private nonprofit,Bachelor's,Social Science & Public Service,New England,Suburb,2,0.0,0.6467499999999999,0.53895,21126.0
Private nonprofit,Bachelor's,Social Science & Public Service,Outlying Areas,City,1,0.0,0.6913,0.69,10933.0
Private nonprofit,Bachelor's,Social Science & Public Service,Outlying Areas,Suburb,1,0.0,0.5836,0.2105,11987.0
Private nonprofit,Bachelor's,Social Science & Public Service,Plains,City,10,0.0,0.37835,0.51045,20523.375
Private nonprofit,Bachelor's,Social Science & Public Service,Plains,Rural,4,0.0,0.378375,0.645725,25515.666666666668
Private nonprofit,Bachelor's,Social Science & Public Service,Plains,Suburb,2,0.0,0.38680000000000003,0.58025,15657.5
Private nonprofit,Bachelor's,Social Science & Public Service,Rocky Mountains,City,2,0.0,0.35525,0.4595,28862.0
Private nonprofit,Bachelor's,Social Science & Public Service,Mid East,City,5,0.0,0.43734,0.53396,25067.0
Private nonprofit,Bachelor's,Social Science & Public Service,Rocky Mountains,Suburb,2,0.0,0.39890000000000003,0.51735,21171.0
Private nonprofit,Bachelor's,Social Science & Public Service,Rocky Mountains,Town,1,0.0,0.2487,0.5508,7131.0
Private nonprofit,Bachelor's,Social Science & Public Service,Southeast,City,20,0.0,0.49386,0.37705,19738.444444444445
Private nonprofit,Bachelor's,Social Science & Public Service,Southeast,Suburb,6,0.0,0.3767833333333333,0.40726666666666667,19835.6
Private nonprofit,Bachelor's,Social Science & Public Service,Southeast,Town,9,0.0,0.34063333333333334,0.4438,18820.125
Private nonprofit,Bachelor's,Social Science & Public Service,Southwest,Rural,1,0.0,0.4118,0.25,
Private nonprofit,Bachelor's,Social Science & Public Service,Southwest,Suburb,8,0.0,0.4367625,0.36166666666666664,20871.571428571428
Private nonprofit,Bachelor's,Trades & Applied,Far West,Suburb,1,0.0,0.38,0.6533,29124.0
Private nonprofit,Bachelor's,Trades & Applied,Great Lakes,Suburb,1,0.0,0.2418,,
Private nonprofit,Bachelor's,Social Science & Public Service,Mid East,Rural,2,0.0,0.41495000000000004,0.54295,11980.5
Private nonprofit,Bachelor's,Social Science & Public Service,Great Lakes,Suburb,2,0.0,0.4703,0.39749999999999996,23579.0
Private nonprofit,Bachelor's,Trades & Applied,Outlying Areas,City,1,0.0,0.7081,0.436,13024.0
Private nonprofit,Bachelor's,STEM,Rocky Mountains,City,5,0.0,0.23521999999999998,0.72454,25449.2
Private nonprofit,Bachelor's,STEM,Mid East,Town,12,0.0,0.2510833333333333,0.6933166666666667,28562.833333333332
Private nonprofit,Bachelor's,STEM,New England,City,21,0.0,0.17198571428571427,0.8503761904761905,30193.14285714286
Private nonprofit,Bachelor's,STEM,New England,Town,5,0.0,0.15606,0.942,22826.0
Private nonprofit,Bachelor's,STEM,Outlying Areas,City,6,0.0,0.7476333333333334,0.3558666666666667,9525.333333333334
Private nonprofit,Bachelor's,STEM,Outlying Areas,Suburb,4,0.0,0.8114,0.362425,8727.5
Private nonprofit,Bachelor's,STEM,Plains,City,10,0.0,0.28922,0.63967,23949.4
Private nonprofit,Bachelor's,STEM,Plains,Rural,1,0.0,0.1154,0.6429,33216.0
Private nonprofit,Bachelor's,STEM,Plains,Suburb,4,0.0,0.2359,0.6233,23481.75
Private nonprofit,Bachelor's,STEM,Plains,Town,15,0.0,0.22881333333333334,0.6974133333333333,24424.8
Private nonprofit,Bachelor's,STEM,Rocky Mountains,Suburb,1,0.0,0.2405,0.6412,20566.0
Private nonprofit,Bachelor's,Social Science & Public Service,Great Lakes,Rural,3,0.0,0.35033333333333333,0.45186666666666664,16415.333333333332
Private nonprofit,Bachelor's,STEM,Southeast,City,42,0.0,0.37024285714285715,0.5779023809523809,24078.5
Private nonprofit,Bachelor's,STEM,Southeast,Rural,10,0.0,0.38922,0.46932999999999997,23870.6
Private nonprofit,Bachelor's,STEM,Southeast,Suburb,17,0.0,0.32130588235294116,0.6014058823529412,24014.352941176472
Private nonprofit,Bachelor's,STEM,Southeast,Town,13,0.0,0.40255384615384615,0.5776769230769231,19418.76923076923
Private nonprofit,Bachelor's,STEM,Southwest,City,14,0.0,0.28435714285714286,0.6393571428571428,24346.214285714286
Private nonprofit,Bachelor's,STEM,Southwest,Suburb,2,0.0,0.31645,0.55115,29864.0
Private nonprofit,Bachelor's,Social Science & Public Service,Far West,City,15,0.0,0.49646666666666667,0.49412500000000004,20408.14285714286
Private nonprofit,Bachelor's,Social Science & Public Service,Far West,Rural,2,0.0,0.4096,0.3981,11893.0
Private nonprofit,Bachelor's,Social Science & Public Service,Far West,Town,1,0.0,0.2675,0.6868,29981.0
Private nonprofit,Bachelor's,Trades & Applied,New England,City,2,0.0,0.34755,0.4951,31659.5
Private nonprofit,Bachelor's,Trades & Applied,Southeast,City,1,0.0,0.691,0.478,35115.0
Private nonprofit,Bachelor's,STEM,Mid East,Rural,7,0.0,0.3106714285714286,0.6342,23433.571428571428
Private nonprofit,Certificates,Trades & Applied,Great Lakes,Town,1,0.0,0.2271,0.8732,20705.0
Private nonprofit,Certificates,Social Science & Public Service,Great Lakes,City,2,0.0,0.0318,,10371.0
Private nonprofit,Certificates,Social Science & Public Service,Great Lakes,Suburb,1,0.0,0.1463,,
Private nonprofit,Certificates,Social Science & Public Service,Mid East,Rural,1,0.0,0.386,0.8657,11981.0
Private nonprofit,Certificates,Social Science & Public Service,Plains,City,1,0.0,0.4029,,12904.0
Private nonprofit,Certificates,Social Science & Public Service,Southeast,City,2,0.0,0.0,,
Private nonprofit,Certificates,Trades & Applied,Far West,City,7,0.0,0.3446571428571429,0.7763428571428571,15032.285714285714
Private nonprofit,Certificates,Trades & Applied,Far West,Suburb,3,0.0,0.5380333333333334,0.7498666666666667,16407.0
Private nonprofit,Certificates,Trades & Applied,Far West,Town,1,0.0,0.3304,0.8415,10377.0
Private nonprofit,Certificates,Trades & Applied,Great Lakes,Rural,1,0.0,0.3529,0.96,14994.0
Private nonprofit,Certificates,Trades & Applied,Mid East,City,3,0.0,0.5655333333333333,0.6976333333333334,16328.0
Private nonprofit,Certificates,STEM,New England,City,1,0.0,0.202,,37891.0
Private nonprofit,Certificates,Trades & Applied,New England,City,2,0.0,0.26944999999999997,0.96,25685.5
Private nonprofit,Certificates,Trades & Applied,New England,Rural,1,0.0,0.2,1.0,24342.0
Private nonprofit,Certificates,Trades & Applied,New England,Suburb,1,0.0,0.1942,0.6842,18436.0
Private nonprofit,Certificates,Trades & Applied,Outlying Areas,City,1,0.0,0.7546,,6392.0
Private nonprofit,Certificates,Trades & Applied,Outlying Areas,Suburb,1,0.0,0.9186,,4142.0
Private nonprofit,Certificates,Trades & Applied,Southeast,City,5,0.0,0.61064,0.62278,20277.4
Private nonprofit,Certificates,Trades & Applied,Southeast,Suburb,1,0.0,1.0,0.0,10844.0
Private nonprofit,Certificates,Trades & Applied,Southwest,City,3,0.0,0.4536,0.7087,25528.5
Private nonprofit,Graduate,STEM,Far West,Suburb,11,0.0,,,
Private nonprofit,Certificates,STEM,Southwest,City,1,0.0,0.6593,0.5429,19187.0
Private nonprofit,Certificates,STEM,Mid East,City,1,0.0,0.0,1.0,
Private nonprofit,Bachelor's,Trades & Applied,Southwest,City,1,0.0,0.4963,0.6827,11130.0
Private for-profit,Associate's,Business,Great Lakes,City,1,0.0,0.1044,0.6757,23713.0
Private nonprofit,Certificates,Business,Rocky Mountains,City,1,0.0,0.1134,,10003.0
Private nonprofit,Certificates,Education,Far West,City,2,0.0,0.222,,
Private nonprofit,Certificates,Education,Mid East,City,1,0.0,0.0,,
Private nonprofit,Certificates,Health,Far West,Suburb,1,0.0,0.0922,,45633.0
Private nonprofit,Certificates,Health,Great Lakes,City,4,0.0,0.489375,0.375,18868.666666666668
Private nonprofit,Certificates,Health,Great Lakes,Suburb,5,0.0,0.65362,0.7419,26455.0
Private nonprofit,Certificates,Health,Great Lakes,Town,1,0.0,0.7273,0.5,19888.0
Private nonprofit,Certificates,Health,Mid East,City,11,0.0,0.3423181818181818,0.4767428571428572,17685.14285714286
Private nonprofit,Certificates,Health,Mid East,Suburb,9,0.0,0.3987444444444444,0.6162666666666666,22032.666666666668
Private nonprofit,Certificates,Health,New England,Suburb,1,0.0,0.3707,0.0,25162.0
Private nonprofit,Certificates,STEM,Far West,City,2,0.0,0.5791,0.9744,36609.0
Private nonprofit,Certificates,Health,Outlying Areas,City,1,0.0,0.7321,,8011.0
Private nonprofit,Certificates,Health,Plains,City,3,0.0,0.1285,,
Private nonprofit,Certificates,Health,Rocky Mountains,City,1,0.0,0.186,1.0,38347.0
Private nonprofit,Certificates,Health,Southeast,Suburb,3,0.0,0.44849999999999995,,20721.5
Private nonprofit,Certificates,Health,Southwest,City,6,0.0,0.7016166666666667,0.45494999999999997,32354.6
Private nonprofit,Certificates,Health,Southwest,Suburb,3,0.0,0.9178666666666667,0.5762999999999999,18876.333333333332
Private nonprofit,Certificates,Humanities,New England,City,1,0.0,0.1026,,43291.0
Private nonprofit,Certificates,Humanities,Plains,Rural,1,0.0,0.5826,,3474.0
Private nonprofit,Certificates,Humanities,Southeast,City,2,0.0,0.35765,1.0,19026.5
Private nonprofit,Bachelor's,STEM,Mid East,Suburb,28,0.0,0.22672142857142857,0.7199357142857143,28546.85714285714
Private nonprofit,Bachelor's,STEM,Great Lakes,Suburb,14,0.0,0.2749142857142857,0.7117769230769231,24596.076923076922
Private nonprofit,Associate's,Trades & Applied,Great Lakes,Suburb,2,0.0,0.43985,,23032.5
Private nonprofit,Bachelor's,Education,Great Lakes,Town,1,0.0,0.544,0.5241,21814.0
Private nonprofit,Bachelor's,Business,Southeast,Suburb,10,0.0,0.37775,0.53191,23893.3
Private nonprofit,Bachelor's,Business,Southeast,Town,11,0.0,0.3824818181818182,0.4648090909090909,20367.81818181818
Private nonprofit,Bachelor's,Business,Southwest,City,8,0.0,0.40095000000000003,0.508775,24201.75
Private nonprofit,Bachelor's,Business,Southwest,Rural,1,0.0,0.5226,0.1508,10409.0
Private nonprofit,Bachelor's,Business,Southwest,Suburb,3,0.0,0.41326666666666667,0.2800666666666667,24203.666666666668
Private nonprofit,Bachelor's,Business,Southwest,Town,3,0.0,0.5198,0.22540000000000002,19154.0
Private nonprofit,Bachelor's,Education,Great Lakes,City,2,0.0,0.46599999999999997,0.4,15486.5
Private nonprofit,Bachelor's,Education,Great Lakes,Rural,1,0.0,0.5055,0.5227,43465.0
Private nonprofit,Bachelor's,Education,Great Lakes,Suburb,2,0.0,0.32184999999999997,0.52635,17813.0
Private nonprofit,Bachelor's,Education,Mid East,City,1,0.0,0.3422,0.6421,17622.0
Private nonprofit,Bachelor's,Business,Southeast,City,38,0.0,0.43159210526315794,0.4351756756756757,21992.13888888889
Private nonprofit,Bachelor's,Education,Mid East,Suburb,1,0.0,0.2591,0.7024,18740.0
Private nonprofit,Bachelor's,Education,Plains,Rural,2,0.0,0.3188,0.2625,20125.5
Private nonprofit,Bachelor's,Education,Plains,Town,3,0.0,0.3692333333333333,0.4932,20306.333333333332
Private nonprofit,Bachelor's,Education,Southeast,City,1,0.0,0.3478,,
Private nonprofit,Bachelor's,Education,Southeast,Rural,2,0.0,0.291,0.5305500000000001,19337.0
Private nonprofit,Bachelor's,Education,Southwest,Town,2,0.0,0.48950000000000005,0.28895,22612.0
Private nonprofit,Bachelor's,Health,Far West,City,15,0.0,0.36588666666666664,0.581609090909091,28387.909090909092
Private nonprofit,Bachelor's,Health,Far West,Rural,1,0.0,0.3337,0.5147,20979.0
Private nonprofit,Bachelor's,Health,Far West,Suburb,4,0.0,0.36545,0.48973333333333335,22585.666666666668
Private nonprofit,Bachelor's,Business,Southeast,Rural,9,0.0,0.3816111111111111,0.4113444444444444,23084.666666666668
Private nonprofit,Bachelor's,Business,Plains,Suburb,5,0.0,0.29436,0.53216,23274.2
Private nonprofit,Bachelor's,Health,Great Lakes,City,26,0.0,0.3501653846153846,0.5839380952380951,20205.428571428572
Private nonprofit,Bachelor's,Business,Great Lakes,Rural,6,0.0,0.4365833333333333,0.42440000000000005,17480.666666666668
Private nonprofit,Associate's,Trades & Applied,Mid East,City,4,0.0,0.400175,0.5599,27077.0
Private nonprofit,Associate's,Trades & Applied,Mid East,Suburb,2,0.0,0.41884999999999994,0.8022,23618.0
Private nonprofit,Associate's,Trades & Applied,Plains,City,2,0.0,0.355,,21987.5
Private nonprofit,Associate's,Trades & Applied,Southeast,City,3,0.0,0.5026333333333334,0.5086999999999999,23168.666666666668
Private nonprofit,Associate's,Trades & Applied,Southeast,Suburb,1,0.0,0.3688,0.6176,21563.0
Private nonprofit,Associate's,Trades & Applied,Southwest,City,2,0.0,0.4119,0.40254999999999996,31391.5
Private nonprofit,Bachelor's,Business,Far West,City,9,0.0,0.28102222222222223,0.5701625,29936.625
Private nonprofit,Bachelor's,Business,Far West,Suburb,6,0.0,0.32763333333333333,0.6037666666666667,27833.5
Private nonprofit,Bachelor's,Business,Far West,Town,1,0.0,0.2969,0.5439,13884.0
Private nonprofit,Bachelor's,Business,Great Lakes,Town,8,0.0,0.3081875,0.54235,21676.75
Private nonprofit,Bachelor's,Business,Plains,Rural,7,0.0,0.31857142857142856,0.45330000000000004,23749.14285714286
Private nonprofit,Bachelor's,Business,Mid East,City,9,0.0,0.2597777777777778,0.6415444444444444,30098.555555555555
Private nonprofit,Bachelor's,Business,Mid East,Town,1,0.0,0.2274,0.7039,27151.0
Private nonprofit,Bachelor's,Business,New England,City,11,0.0,0.27138181818181817,0.5276454545454545,32171.9
Private nonprofit,Bachelor's,Business,New England,Suburb,11,0.0,0.20196363636363637,0.6673545454545454,33990.72727272727
Private nonprofit,Bachelor's,Business,New England,Town,1,0.0,0.1534,0.5136,19223.0
Private nonprofit,Bachelor's,Business,Outlying Areas,City,1,0.0,0.8346,0.4211,8264.0
Private nonprofit,Bachelor's,Business,Outlying Areas,Rural,1,0.0,0.8194,0.4311,8245.0
Private nonprofit,Bachelor's,Business,Outlying Areas,Suburb,2,0.0,0.75595,0.5325,6972.5
Private nonprofit,Bachelor's,Business,Plains,City,13,0.0,0.36199230769230767,0.5573538461538461,22178.30769230769
Private nonprofit,Bachelor's,Health,Far West,Town,1,0.0,0.2831,0.6515,27341.0
Private nonprofit,Bachelor's,Health,Great Lakes,Rural,1,0.0,0.4111,0.5273,20204.0
Private nonprofit,Bachelor's,STEM,Great Lakes,Rural,3,0.0,0.12866666666666668,0.7920666666666666,26244.0
Private nonprofit,Bachelor's,Humanities,New England,Town,1,0.0,0.2124,0.6667,31918.0
Private nonprofit,Bachelor's,Humanities,Great Lakes,Rural,3,0.0,0.4983666666666666,0.4816,9711.0
Private nonprofit,Bachelor's,Humanities,Great Lakes,Suburb,1,0.0,0.2897,0.2947,26470.0
Private nonprofit,Bachelor's,Humanities,Great Lakes,Town,3,0.0,0.21936666666666668,0.6942333333333334,24962.666666666668
Private nonprofit,Bachelor's,Humanities,Mid East,City,16,0.0,0.320075,0.6738733333333333,34427.71428571428
Private nonprofit,Bachelor's,Humanities,Mid East,Rural,1,0.0,0.2308,0.7271,31771.0
Private nonprofit,Bachelor's,Humanities,Mid East,Suburb,4,0.0,0.188125,0.683,24324.25
Private nonprofit,Bachelor's,Humanities,New England,City,6,0.0,0.17789999999999997,0.7039166666666666,42371.166666666664
Private nonprofit,Bachelor's,Humanities,New England,Rural,2,0.0,0.32065,0.6323000000000001,24919.0
Private nonprofit,Bachelor's,Humanities,New England,Suburb,4,0.0,0.32284999999999997,0.6656249999999999,25636.25
Private nonprofit,Bachelor's,Humanities,Plains,City,4,0.0,0.419325,0.56565,25704.5
Private nonprofit,Bachelor's,Humanities,Far West,Suburb,5,0.0,0.29403999999999997,0.7329333333333333,32243.333333333332
Private nonprofit,Bachelor's,Humanities,Plains,Suburb,2,0.0,0.2155,0.64715,25668.0
Private nonprofit,Bachelor's,Humanities,Southeast,City,9,0.0,0.41935555555555554,0.5254125,26855.0
Private nonprofit,Bachelor's,Humanities,Southeast,Rural,8,0.0,0.4293125,0.36860000000000004,18738.375
Private nonprofit,Bachelor's,Humanities,Southeast,Suburb,3,0.0,0.33899999999999997,0.5519,20365.666666666668
Private nonprofit,Bachelor's,Humanities,Southwest,City,5,0.0,0.45114,0.32374,18195.6
Private nonprofit,Bachelor's,Humanities,Southwest,Rural,1,0.0,0.2418,0.6,24351.0
Private nonprofit,Bachelor's,STEM,Far West,City,21,0.0,0.20336499999999996,0.7641473684210527,33204.05263157895
Private nonprofit,Bachelor's,STEM,Far West,Rural,1,0.0,0.2121,0.3333,
Private nonprofit,Bachelor's,STEM,Far West,Suburb,14,0.0,0.20121538461538463,0.752776923076923,27607.833333333332
Private nonprofit,Bachelor's,Humanities,Great Lakes,City,10,0.0,0.31066000000000005,0.5735300000000001,32065.11111111111
Private nonprofit,Bachelor's,Humanities,Far West,Rural,2,0.0,0.2559,0.7253000000000001,33693.0
Private nonprofit,Bachelor's,Health,Great Lakes,Suburb,8,0.0,0.3131125,0.6253,20933.25
Private nonprofit,Bachelor's,Health,Plains,Suburb,3,0.0,0.30643333333333334,0.5976333333333333,24056.333333333332
Private nonprofit,Bachelor's,Health,Mid East,Rural,1,0.0,0.1784,0.7275,19173.0
Private nonprofit,Bachelor's,Health,Mid East,Town,2,0.0,0.23495,0.5803,22952.5
Private nonprofit,Bachelor's,Health,New England,City,11,0.0,0.28379,0.5970625,27191.75
Private nonprofit,Bachelor's,Health,New England,Rural,4,0.0,0.2612,0.541775,26706.25
Private nonprofit,Bachelor's,Health,New England,Suburb,6,0.0,0.23409999999999997,0.6584833333333333,33510.166666666664
Private nonprofit,Bachelor's,Health,Outlying Areas,City,6,0.0,0.8106333333333332,0.3821666666666667,6850.833333333333
Private nonprofit,Bachelor's,Health,Outlying Areas,Suburb,5,0.0,0.82508,0.46762,7013.6
Private nonprofit,Bachelor's,Health,Plains,City,25,0.0,0.30798400000000004,0.6477368421052632,20793.0
Private nonprofit,Bachelor's,Health,Plains,Rural,2,0.0,0.31479999999999997,0.53265,17271.5
Private nonprofit,Bachelor's,Health,Plains,Town,5,0.0,0.36926000000000003,0.40088,21598.8
Private nonprofit,Bachelor's,Humanities,Far West,City,9,0.0,0.32304444444444447,0.5691,37961.875
Private nonprofit,Bachelor's,Health,Rocky Mountains,City,4,0.0,0.317075,0.43545,23725.25
Private nonprofit,Bachelor's,Health,Rocky Mountains,Suburb,2,0.0,0.32175,0.5541,17989.5
Private nonprofit,Bachelor's,Health,Southeast,City,16,0.0,0.29118125,0.5486153846153846,23291.153846153848
Private nonprofit,Bachelor's,Health,Southeast,Rural,1,0.0,0.2682,0.6168,24137.0
Private nonprofit,Bachelor's,Health,Southeast,Suburb,7,0.0,0.3009,0.5282333333333333,25093.166666666668
Private nonprofit,Bachelor's,Health,Southeast,Town,10,0.0,0.41538,0.43194,19577.9
Private nonprofit,Bachelor's,Health,Southwest,City,2,0.0,0.38849999999999996,0.54565,20501.0
Private nonprofit,Bachelor's,Health,Southwest,Suburb,1,0.0,0.3685,0.534,28690.0
Private nonprofit,Bachelor's,Health,Southwest,Town,3,0.0,0.4009666666666667,0.46656666666666663,21192.666666666668
Public,Not classified,STEM,Southwest,Other/Unknown,17,0.0,,,
